title,authors,average_rating
The Nonesuch,Georgette Heyer,4.04
The Foundling,Georgette Heyer/Kay Hooper,3.87
Ali and Nino,Kurban Said/Jenia Graman,3.92
Ali und Nino,Kurban Said,3.92
Last Rights (Francis Hancock #1),Barbara Nadel,3.53
Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51
Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99
After the Mourning (Francis Hancock #2),Barbara Nadel,3.42
Spiritual Midwifery,Ina May Gaskin,4.38
Monday Night Class,Stephen Gaskin,3.89
Summer of the Dragon,Elizabeth Peters,3.92
Devil May Care,Elizabeth Peters,3.87
The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05
The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91
The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57
Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69
Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53
Zelda's Cut,Philippa Gregory,2.94
Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85
Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38
Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09
Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3.00
1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46
Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31
Asfixia,Chuck Palahniuk,3.70
Expectant Father,Melinda Curtis,3.60
Horse Heaven,Jane Smiley,3.88
White Oleander,Janet Fitch,3.96
The Night Remembers (Night  #1),Kathleen Eagle,3.79
The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02
Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12
Call After Midnight & Under The Knife,Tess Gerritsen,3.99
The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13
Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17
Life Support,Tess Gerritsen,3.99
The Family that Couldn't Sleep,D.T. Max,3.91
River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97
Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03
A Mad People's History of Madness,Dale Peterson,4.33
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35
Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05
Blame!  Vol. 7,Tsutomu Nihei,4.30
The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87
Blame!  Vol. 8,Tsutomu Nihei,4.26
The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88
Blame It on Paris,Laura Florand,3.53
No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57
Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36
Blame! #1,Tsutomu Nihei,4.10
Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04
Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09
Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07
Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54
Mutant Message Down Under,Marlo Morgan,3.79
Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05
The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75
James Dean: The Mutant King: A Biography,David Dalton,4.07
Dry,Augusten Burroughs,4.03
Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29
El Retrato De Dorian Gray,Oscar Wilde,4.08
Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83
Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.80
Henry IV  part II,William Shakespeare,3.80
King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.80
Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98
I Henry IV,William Shakespeare/Gordon McMullan,3.83
Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92
Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85
Black Sunday,Thomas  Harris,3.60
Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76
The Hannibal Lecter Trilogy,Thomas  Harris,4.42
Velocity,Dean Koontz,3.86
Hideaway,Dean Koontz,3.84
Lightning,Dean Koontz,4.06
Icebound,David Axton/Dean Koontz,3.76
The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24
Shadow Fires,Leigh Nichols/Dean Koontz,3.78
The Bad Place,Dean R. Koontz,3.90
Fear Nothing (Moonlight Bay  #1),Dean Koontz,4.00
The Key to Midnight,Dean Koontz/Leigh Nichols,3.95
Mr. Murder,Dean Koontz,3.76
Phantoms,Dean Koontz,3.94
The Face,Dean Koontz,3.71
Shattered,Dean Koontz,3.90
Intensity,Dean Koontz,4.04
The Good Guy,Dean Koontz,3.82
The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88
The Door to December,Richard Paige/Dean Koontz,3.95
The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83
Darkfall,Dean Koontz,3.82
Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73
Shakespeare: The Biography,Peter Ackroyd,3.99
The Necessary Shakespeare,William Shakespeare,4.31
Shakespeare After All,Marjorie Garber,4.38
Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35
John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.50
The Pelican Brief,John Grisham,4.00
The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34
Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12
Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18
The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.20
Chasing the Dime,Michael Connelly,3.96
The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.10
Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96
Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94
Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25
Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87
Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01
Sonnets,William Shakespeare/Stephen  Booth,4.25
The Art of Shakespeare's Sonnets,Helen Vendler,4.30
Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16
Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96
The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16
On Becoming a Novelist,John Gardner/Raymond Carver,4.11
The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4.00
October Light,John Gardner/Tom Bissell,3.88
Excellence,John W. Gardner,3.82
Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4.00
Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36
Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35
The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95
The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03
The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03
Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72
Lolita,Richard Corliss,3.89
Lolita: The Screenplay,Vladimir Nabokov,3.87
Lolita,Vladimir Nabokov/Martin Amis,3.89
Mysteries,Knut Hamsun/Sverre Lyngstad,4.09
Hunger,Knut Hamsun/George Egerton,4.05
Victoria,Knut Hamsun/Oliver Stallybrass,3.74
The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96
Pan,Knut Hamsun/Sverre Lyngstad,3.90
The Last Joy,Knut Hamsun/Sverre Lyngstad,3.77
In Wonderland,Knut Hamsun/Sverre Lyngstad,3.60
Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.20
Visions of Heaven and Hell,Clive Barker,4.32
Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18
Everville (Book of the Art #2),Clive Barker,4.03
The Great and Secret Show (Book of the Art #1),Clive Barker,4.05
Abarat: Days of Magic  Nights of War,Clive Barker,4.20
Imajica: The Reconciliation,Clive Barker,4.42
Sacrament,Clive Barker,3.75
The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96
Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09
The Return of the Native,Thomas Hardy/Alexander Theroux,3.86
The Return of the Native,Thomas Hardy/Phillip Mallett,3.86
The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.00
Blood and Smoke,Stephen King,3.92
LT's Theory of Pets,Stephen King,3.69
Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.60
Silver Bullet,Stephen King/Bernie Wrightson,3.64
Patriot Games (Jack Ryan  #1),Tom Clancy,4.14
Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92
Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17
Four Past Midnight,Stephen King,3.93
Gerald's Game,Stephen King,3.51
Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,3.83
El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,4.13
El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.00
Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67
Now and on Earth,Jim Thompson/Stephen King,3.70
The Monkey,Stephen King/David Purdham,3.77
Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,4.07
Ojos de fuego,Stephen King/Eduardo Goligorsky,3.88
Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,4.17
Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26
Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07
V.,Thomas Pynchon,3.96
Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16
At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88
At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25
Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45
At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44
The Aeneid,Virgil/Robert Fitzgerald,3.84
The Aeneid (Verse Translation),Virgil/Rolfe Humphries,3.84
The Iliad,Homer/Andrew Lang,3.86
War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04
The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94
The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02
The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,4.07
Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95
Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49
The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49
The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95
Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,5.00
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.86
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,4.11
The Lighthouse at the End of the World,Jules Verne,3.64
The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4.00
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93
Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,3.93
The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,4.11
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99
Final Payments,Mary Gordon,3.69
Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68
The Mothman Prophecies,John A. Keel,3.54
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99
Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.70
The Promise of Rest,Reynolds Price/Mary Bess Engel,4.00
Perfect Match,Jodi Picoult,3.95
Demon Box,Ken Kesey,3.56
Sailor Song,Ken Kesey,3.58
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,3.86
The Further Inquiry,Ken Kesey/Ron Bevirt,3.63
Goodnight Moon,Margaret Wise Brown/Clement Hurd,4.28
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,3.57
New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71
True Story,Bill Maher,3.11
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.51
The Outsiders,S.E. Hinton,4.09
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,4.17
Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,3.43
Sister Outsider: Essays and Speeches,Audre Lorde,4.49
Caramelo,Sandra Cisneros,3.90
The House on Mango Street,Sandra Cisneros,3.63
Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,4.41
The Merchant of Venice,William Shakespeare,3.80
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.02
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,3.86
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,3.99
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,3.89
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08
The Greatest Generation,Tom Brokaw,4.01
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,4.17
Weekend Warriors (Sisterhood  #1),Fern Michaels,4.05
The Weekend Novelist,Robert J. Ray/Bret Norris,3.67
The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,3.67
North Carolina Weekends,Lynn Setzer,3.71
Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,3.94
Selected Poems,Thomas Hardy/Robert Mezey,3.96
Selected Poetry,Thomas Hardy/Samuel Hynes,3.96
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09
Underworld: The Mysterious Origins of Civilization,Graham Hancock,3.95
The Dream and the Underworld,James Hillman,4.22
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96
Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,3.35
Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,3.91
Queen of the Underworld,Gail Godwin,2.89
Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,4.09
Murder in the Cathedral,T.S. Eliot,3.76
Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies/Joseph Gies,3.86
L'Équilibre du monde,Rohinton Mistry/Françoise Adelstain,4.36
In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,3.04
King Richard II,William Shakespeare/Andrew Gurr,3.77
King Richard II,William Shakespeare/Charles R. Forker,3.77
King Richard II,William Shakespeare/Andrew Gurr,3.77
Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,3.82
Tearing the Silence: On Being German in America,Ursula Hegi,3.86
Paint it Black,Janet Fitch,3.48
The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,3.81
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,3.65
A Tempest,Aimé Césaire/Richard Miller,3.56
A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,3.94
A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,3.96
A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,3.94
Minuit dans le jardin du bien et du mal,John Berendt,3.92
Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,4.24
Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,3.76
Les Misérables,Victor Hugo/Norman Denny,4.17
Hamlet in Purgatory,Stephen Greenblatt,3.94
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,4.01
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,4.02
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,4.02
Romeo & Juliet,William Shakespeare/Roma Gill,3.74
